dm_drug,drug,by,code,pattern,but_not,note
1,Insulin,RXNORM,285018,,,
1,Insulin,RXNORM,307383,,,
1,Insulin,RXNORM,311021,,,
1,Insulin,RXNORM,311026,,,
1,Insulin,RXNORM,311027,,,
1,Insulin,RXNORM,311028,,,
1,Insulin,RXNORM,311030,,,
1,Insulin,RXNORM,311033,,,
1,Insulin,RXNORM,311034,,,
1,Insulin,RXNORM,311035,,,
1,Insulin,RXNORM,311036,,,
1,Insulin,RXNORM,311040,,,
1,Insulin,RXNORM,311041,,,
1,Insulin,RXNORM,311048,,,
1,Insulin,RXNORM,311049,,,
1,Insulin,RXNORM,311051,,,
1,Insulin,RXNORM,311052,,,
1,Insulin,RXNORM,311059,,,
1,Insulin,RXNORM,314684,,,
1,Insulin,RXNORM,340325,,,
1,Insulin,RXNORM,340326,,,
1,Insulin,RXNORM,340327,,,
1,Insulin,RXNORM,343076,,,
1,Insulin,RXNORM,343083,,,
1,Insulin,RXNORM,343226,,,
1,Insulin,RXNORM,343258,,,
1,Insulin,RXNORM,343263,,,
1,Insulin,RXNORM,343663,,,
1,Insulin,RXNORM,349670,,,
1,Insulin,RXNORM,351297,,,
1,Insulin,RXNORM,351857,,,
1,Insulin,RXNORM,351858,,,
1,Insulin,RXNORM,351859,,,
1,Insulin,RXNORM,351860,,,
1,Insulin,RXNORM,351861,,,
1,Insulin,RXNORM,351862,,,
1,Insulin,RXNORM,351926,,,
1,Insulin,RXNORM,352385,,,
1,Insulin,RXNORM,352386,,,
1,Insulin,RXNORM,359125,,,
1,Insulin,RXNORM,359126,,,
1,Insulin,RXNORM,359127,,,
1,Insulin,RXNORM,360894,,,
1,Insulin,RXNORM,362585,,,
1,Insulin,RXNORM,362622,,,
1,Insulin,RXNORM,362777,,,
1,Insulin,RXNORM,363120,,,
1,Insulin,RXNORM,363150,,,
1,Insulin,RXNORM,363221,,,
1,Insulin,RXNORM,363534,,,
1,Insulin,RXNORM,365573,,,
1,Insulin,RXNORM,365583,,,
1,Insulin,RXNORM,365668,,,
1,Insulin,RXNORM,365670,,,
1,Insulin,RXNORM,365672,,,
1,Insulin,RXNORM,365674,,,
1,Insulin,RXNORM,365677,,,
1,Insulin,RXNORM,365679,,,
1,Insulin,RXNORM,365680,,,
1,Insulin,RXNORM,366206,,,
1,Insulin,RXNORM,372909,,,
1,Insulin,RXNORM,372910,,,
1,Insulin,RXNORM,375170,,,
1,Insulin,RXNORM,376915,,,
1,Insulin,RXNORM,378841,,,
1,Insulin,RXNORM,378857,,,
1,Insulin,RXNORM,378864,,,
1,Insulin,RXNORM,378966,,,
1,Insulin,RXNORM,379734,,,
1,Insulin,RXNORM,379740,,,
1,Insulin,RXNORM,379744,,,
1,Insulin,RXNORM,379745,,,
1,Insulin,RXNORM,379746,,,
1,Insulin,RXNORM,379747,,,
1,Insulin,RXNORM,379750,,,
1,Insulin,RXNORM,379756,,,
1,Insulin,RXNORM,379757,,,
1,Insulin,RXNORM,384982,,,
1,Insulin,RXNORM,385896,,,
1,Insulin,RXNORM,386083,,,
1,Insulin,RXNORM,386084,,,
1,Insulin,RXNORM,386086,,,
1,Insulin,RXNORM,386087,,,
1,Insulin,RXNORM,386088,,,
1,Insulin,RXNORM,386089,,,
1,Insulin,RXNORM,386091,,,
1,Insulin,RXNORM,386092,,,
1,Insulin,RXNORM,386098,,,
1,Insulin,RXNORM,388513,,,
1,Insulin,RXNORM,392660,,,
1,Insulin,RXNORM,400008,,,
1,Insulin,RXNORM,400560,,,
1,Insulin,RXNORM,405228,,,
1,Insulin,RXNORM,412453,,,
1,Insulin,RXNORM,412978,,,
1,Insulin,RXNORM,415088,,,
1,Insulin,RXNORM,415089,,,
1,Insulin,RXNORM,415090,,,
1,Insulin,RXNORM,415184,,,
1,Insulin,RXNORM,415185,,,
1,Insulin,RXNORM,440399,,,
1,Insulin,RXNORM,440650,,,
1,Insulin,RXNORM,440653,,,
1,Insulin,RXNORM,440654,,,
1,Insulin,RXNORM,451437,,,
1,Insulin,RXNORM,451439,,,
1,Insulin,RXNORM,466467,,,
1,Insulin,RXNORM,466468,,,
1,Insulin,RXNORM,467015,,,
1,Insulin,RXNORM,484320,,,
1,Insulin,RXNORM,484321,,,
1,Insulin,RXNORM,484322,,,
1,Insulin,RXNORM,485210,,,
1,Insulin,RXNORM,564390,,,
1,Insulin,RXNORM,564391,,,
1,Insulin,RXNORM,564392,,,
1,Insulin,RXNORM,564395,,,
1,Insulin,RXNORM,564396,,,
1,Insulin,RXNORM,564397,,,
1,Insulin,RXNORM,564399,,,
1,Insulin,RXNORM,564400,,,
1,Insulin,RXNORM,564401,,,
1,Insulin,RXNORM,564531,,,
1,Insulin,RXNORM,564601,,,
1,Insulin,RXNORM,564602,,,
1,Insulin,RXNORM,564603,,,
1,Insulin,RXNORM,564605,,,
1,Insulin,RXNORM,564766,,,
1,Insulin,RXNORM,564820,,,
1,Insulin,RXNORM,564881,,,
1,Insulin,RXNORM,564882,,,
1,Insulin,RXNORM,564885,,,
1,Insulin,RXNORM,564994,,,
1,Insulin,RXNORM,564995,,,
1,Insulin,RXNORM,564998,,,
1,Insulin,RXNORM,565176,,,
1,Insulin,RXNORM,565253,,,
1,Insulin,RXNORM,565254,,,
1,Insulin,RXNORM,565255,,,
1,Insulin,RXNORM,565256,,,
1,Insulin,RXNORM,573330,,,
1,Insulin,RXNORM,573331,,,
1,Insulin,RXNORM,574358,,,
1,Insulin,RXNORM,574359,,,
1,Insulin,RXNORM,575068,,,
1,Insulin,RXNORM,575137,,,
1,Insulin,RXNORM,575141,,,
1,Insulin,RXNORM,575142,,,
1,Insulin,RXNORM,575143,,,
1,Insulin,RXNORM,575146,,,
1,Insulin,RXNORM,575147,,,
1,Insulin,RXNORM,575148,,,
1,Insulin,RXNORM,575151,,,
1,Insulin,RXNORM,575626,,,
1,Insulin,RXNORM,575627,,,
1,Insulin,RXNORM,575628,,,
1,Insulin,RXNORM,575629,,,
1,Insulin,RXNORM,575679,,,
1,Insulin,RXNORM,607583,,,
1,Insulin,RXNORM,615900,,,
1,Insulin,RXNORM,615908,,,
1,Insulin,RXNORM,615909,,,
1,Insulin,RXNORM,615910,,,
1,Insulin,RXNORM,615992,,,
1,Insulin,RXNORM,616236,,,
1,Insulin,RXNORM,616237,,,
1,Insulin,RXNORM,616238,,,
1,Insulin,RXNORM,633703,,,
1,Insulin,RXNORM,636227,,,
1,Insulin,RXNORM,658226,,,
1,Insulin,RXNORM,668934,,,
1,Insulin,RXNORM,723550,,,
1,Insulin,RXNORM,724231,,,
1,Insulin,RXNORM,724343,,,
1,Insulin,RXNORM,727907,,,
1,Insulin,RXNORM,728543,,,
1,Insulin,RXNORM,731277,,,
1,Insulin,RXNORM,731280,,,
1,Insulin,RXNORM,731281,,,
1,Insulin,RXNORM,752386,,,
1,Insulin,RXNORM,752388,,,
1,Insulin,RXNORM,761522,,,
1,Insulin,RXNORM,796006,,,
1,Insulin,RXNORM,796386,,,
1,Insulin,RXNORM,801808,,,
1,Insulin,RXNORM,803192,,,
1,Insulin,RXNORM,803193,,,
1,Insulin,RXNORM,803194,,,
1,Insulin,RXNORM,816726,,,
1,Insulin,RXNORM,834989,,,
1,Insulin,RXNORM,834990,,,
1,Insulin,RXNORM,834992,,,
1,Insulin,RXNORM,835225,,,
1,Insulin,RXNORM,835226,,,
1,Insulin,RXNORM,835227,,,
1,Insulin,RXNORM,835228,,,
1,Insulin,RXNORM,835868,,,
1,Insulin,RXNORM,847186,,,
1,Insulin,RXNORM,847187,,,
1,Insulin,RXNORM,847188,,,
1,Insulin,RXNORM,847189,,,
1,Insulin,RXNORM,847191,,,
1,Insulin,RXNORM,847194,,,
1,Insulin,RXNORM,847198,,,
1,Insulin,RXNORM,847199,,,
1,Insulin,RXNORM,847200,,,
1,Insulin,RXNORM,847201,,,
1,Insulin,RXNORM,847202,,,
1,Insulin,RXNORM,847203,,,
1,Insulin,RXNORM,847204,,,
1,Insulin,RXNORM,847205,,,
1,Insulin,RXNORM,847211,,,
1,Insulin,RXNORM,847213,,,
1,Insulin,RXNORM,847230,,,
1,Insulin,RXNORM,847232,,,
1,Insulin,RXNORM,847239,,,
1,Insulin,RXNORM,847241,,,
1,Insulin,RXNORM,847252,,,
1,Insulin,RXNORM,847254,,,
1,Insulin,RXNORM,847256,,,
1,Insulin,RXNORM,847257,,,
1,Insulin,RXNORM,847259,,,
1,Insulin,RXNORM,847261,,,
1,Insulin,RXNORM,847278,,,
1,Insulin,RXNORM,847279,,,
1,Insulin,RXNORM,847343,,,
1,Insulin,RXNORM,847417,,,
1,Insulin,RXNORM,849095,,,
1,Insulin,RXNORM,865097,,,
1,Insulin,RXNORM,865098,,,
1,Insulin,RXNORM,977838,,,
1,Insulin,RXNORM,977840,,,
1,Insulin,RXNORM,977841,,,
1,Insulin,RXNORM,977842,,,
1,Insulin,RXNORM,1008501,,,
1,Insulin,RXNORM,1045051,,,
1,Insulin,RXNORM,1069670,,,
1,Insulin,RXNORM,1087799,,,
1,Insulin,RXNORM,1087800,,,
1,Insulin,RXNORM,1087801,,,
1,Insulin,RXNORM,1087802,,,
1,Insulin,RXNORM,1132383,,,
1,Insulin,RXNORM,1136628,,,
1,Insulin,RXNORM,1136712,,,
1,Insulin,RXNORM,1140739,,,
1,Insulin,RXNORM,1140763,,,
1,Insulin,RXNORM,1157459,,,
1,Insulin,RXNORM,1157460,,,
1,Insulin,RXNORM,1157461,,,
1,Insulin,RXNORM,1160696,,,
1,Insulin,RXNORM,1164093,,,
1,Insulin,RXNORM,1164094,,,
1,Insulin,RXNORM,1164095,,,
1,Insulin,RXNORM,1164824,,,
1,Insulin,RXNORM,1167138,,,
1,Insulin,RXNORM,1167139,,,
1,Insulin,RXNORM,1167140,,,
1,Insulin,RXNORM,1167141,,,
1,Insulin,RXNORM,1167142,,,
1,Insulin,RXNORM,1167934,,,
1,Insulin,RXNORM,1168563,,,
1,Insulin,RXNORM,1171289,,,
1,Insulin,RXNORM,1171291,,,
1,Insulin,RXNORM,1171292,,,
1,Insulin,RXNORM,1171293,,,
1,Insulin,RXNORM,1171295,,,
1,Insulin,RXNORM,1171296,,,
1,Insulin,RXNORM,1172691,,,
1,Insulin,RXNORM,1172692,,,
1,Insulin,RXNORM,1175624,,,
1,Insulin,RXNORM,1176722,,,
1,Insulin,RXNORM,1176723,,,
1,Insulin,RXNORM,1176724,,,
1,Insulin,RXNORM,1176725,,,
1,Insulin,RXNORM,1176726,,,
1,Insulin,RXNORM,1176727,,,
1,Insulin,RXNORM,1176728,,,
1,Insulin,RXNORM,1177009,,,
1,Insulin,RXNORM,1178119,,,
1,Insulin,RXNORM,1178120,,,
1,Insulin,RXNORM,1178127,,,
1,Insulin,RXNORM,1178128,,,
1,Insulin,RXNORM,1183426,,,
1,Insulin,RXNORM,1183427,,,
1,Insulin,RXNORM,1184075,,,
1,Insulin,RXNORM,1184076,,,
1,Insulin,RXNORM,1184077,,,
1,Insulin,RXNORM,1246223,,,
1,Insulin,RXNORM,1246224,,,
1,Insulin,RXNORM,1246225,,,
1,Insulin,RXNORM,1246697,,,
1,Insulin,RXNORM,1246698,,,
1,Insulin,RXNORM,1246699,,,
1,Insulin,RXNORM,1260529,,,
1,Insulin,RXNORM,1295992,,,
1,Insulin,RXNORM,1296093,,,
1,Insulin,RXNORM,1309028,,,
1,Insulin,RXNORM,1359484,,,
1,Insulin,RXNORM,1359581,,,
1,Insulin,RXNORM,1359684,,,
1,Insulin,RXNORM,1359700,,,
1,Insulin,RXNORM,1359712,,,
1,Insulin,RXNORM,1359719,,,
1,Insulin,RXNORM,1359720,,,
1,Insulin,RXNORM,1359855,,,
1,Insulin,RXNORM,1359856,,,
1,Insulin,RXNORM,1359934,,,
1,Insulin,RXNORM,1359936,,,
1,Insulin,RXNORM,1360036,,,
1,Insulin,RXNORM,1360058,,,
1,Insulin,RXNORM,1360172,,,
1,Insulin,RXNORM,1360226,,,
1,Insulin,RXNORM,1360281,,,
1,Insulin,RXNORM,1360383,,,
1,Insulin,RXNORM,1360435,,,
1,Insulin,RXNORM,1360482,,,
1,Insulin,RXNORM,1362705,,,
1,Insulin,RXNORM,1362706,,,
1,Insulin,RXNORM,1362707,,,
1,Insulin,RXNORM,1362708,,,
1,Insulin,RXNORM,1362711,,,
1,Insulin,RXNORM,1362712,,,
1,Insulin,RXNORM,1362713,,,
1,Insulin,RXNORM,1362714,,,
1,Insulin,RXNORM,1362719,,,
1,Insulin,RXNORM,1362720,,,
1,Insulin,RXNORM,1362721,,,
1,Insulin,RXNORM,1362722,,,
1,Insulin,RXNORM,1362723,,,
1,Insulin,RXNORM,1362724,,,
1,Insulin,RXNORM,1362725,,,
1,Insulin,RXNORM,1362726,,,
1,Insulin,RXNORM,1362727,,,
1,Insulin,RXNORM,1362728,,,
1,Insulin,RXNORM,1362729,,,
1,Insulin,RXNORM,1362730,,,
1,Insulin,RXNORM,1362731,,,
1,Insulin,RXNORM,1362732,,,
1,Insulin,RXNORM,1372685,,,
1,Insulin,RXNORM,1372741,,,
1,Insulin,RXNORM,1374700,,,
1,Insulin,RXNORM,1374701,,,
1,Insulin,RXNORM,1377831,,,
1,Insulin,RXNORM,1435649,,,
1,Insulin,RXNORM,1456746,,,
1,Insulin,RXNORM,1535271,,,
1,Insulin,RXNORM,1538910,,,
1,Insulin,RXNORM,1543200,,,
1,Insulin,RXNORM,1543201,,,
1,Insulin,RXNORM,1543202,,,
1,Insulin,RXNORM,1543203,,,
1,Insulin,RXNORM,1543205,,,
1,Insulin,RXNORM,1543206,,,
1,Insulin,RXNORM,1543207,,,
1,Insulin,RXNORM,1544488,,,
1,Insulin,RXNORM,1544490,,,
1,Insulin,RXNORM,1544568,,,
1,Insulin,RXNORM,1544569,,,
1,Insulin,RXNORM,1544570,,,
1,Insulin,RXNORM,1544571,,,
1,Insulin,RXNORM,1593805,,,
1,Insulin,RXNORM,1598498,,,
1,Insulin,RXNORM,1598618,,,
1,Insulin,RXNORM,1604538,,,
1,Insulin,RXNORM,1604539,,,
1,Insulin,RXNORM,1604540,,,
1,Insulin,RXNORM,1604541,,,
1,Insulin,RXNORM,1604543,,,
1,Insulin,RXNORM,1604544,,,
1,Insulin,RXNORM,1604545,,,
1,Insulin,RXNORM,1604546,,,
1,Insulin,RXNORM,1604550,,,
1,Insulin,RXNORM,1605101,,,
1,Insulin,RXNORM,1607367,,,
1,Insulin,RXNORM,1607643,,,
1,Insulin,RXNORM,1607992,,,
1,Insulin,RXNORM,1607993,,,
1,Insulin,RXNORM,1650256,,,
1,Insulin,RXNORM,1650260,,,
1,Insulin,RXNORM,1650262,,,
1,Insulin,RXNORM,1650264,,,
1,Insulin,RXNORM,1651315,,,
1,Insulin,RXNORM,1651572,,,
1,Insulin,RXNORM,1651574,,,
1,Insulin,RXNORM,1652237,,,
1,Insulin,RXNORM,1652238,,,
1,Insulin,RXNORM,1652239,,,
1,Insulin,RXNORM,1652240,,,
1,Insulin,RXNORM,1652241,,,
1,Insulin,RXNORM,1652242,,,
1,Insulin,RXNORM,1652243,,,
1,Insulin,RXNORM,1652244,,,
1,Insulin,RXNORM,1652639,,,
1,Insulin,RXNORM,1652640,,,
1,Insulin,RXNORM,1652641,,,
1,Insulin,RXNORM,1652642,,,
1,Insulin,RXNORM,1652643,,,
1,Insulin,RXNORM,1652644,,,
1,Insulin,RXNORM,1652645,,,
1,Insulin,RXNORM,1652646,,,
1,Insulin,RXNORM,1652647,,,
1,Insulin,RXNORM,1652648,,,
1,Insulin,RXNORM,1652754,,,
1,Insulin,RXNORM,1653104,,,
1,Insulin,RXNORM,1653106,,,
1,Insulin,RXNORM,1653196,,,
1,Insulin,RXNORM,1653197,,,
1,Insulin,RXNORM,1653198,,,
1,Insulin,RXNORM,1653200,,,
1,Insulin,RXNORM,1653202,,,
1,Insulin,RXNORM,1653203,,,
1,Insulin,RXNORM,1653204,,,
1,Insulin,RXNORM,1653206,,,
1,Insulin,RXNORM,1653209,,,
1,Insulin,RXNORM,1653449,,,
1,Insulin,RXNORM,1653468,,,
1,Insulin,RXNORM,1653496,,,
1,Insulin,RXNORM,1653497,,,
1,Insulin,RXNORM,1653499,,,
1,Insulin,RXNORM,1653506,,,
1,Insulin,RXNORM,1653899,,,
1,Insulin,RXNORM,1654060,,,
1,Insulin,RXNORM,1654190,,,
1,Insulin,RXNORM,1654192,,,
1,Insulin,RXNORM,1654341,,,
1,Insulin,RXNORM,1654348,,,
1,Insulin,RXNORM,1654379,,,
1,Insulin,RXNORM,1654380,,,
1,Insulin,RXNORM,1654381,,,
1,Insulin,RXNORM,1654651,,,
1,Insulin,RXNORM,1654850,,,
1,Insulin,RXNORM,1654855,,,
1,Insulin,RXNORM,1654857,,,
1,Insulin,RXNORM,1654858,,,
1,Insulin,RXNORM,1654862,,,
1,Insulin,RXNORM,1654863,,,
1,Insulin,RXNORM,1654866,,,
1,Insulin,RXNORM,1654909,,,
1,Insulin,RXNORM,1654910,,,
1,Insulin,RXNORM,1654911,,,
1,Insulin,RXNORM,1654912,,,
1,Insulin,RXNORM,1655063,,,
1,Insulin,RXNORM,1656705,,,
1,Insulin,RXNORM,1656706,,,
1,Insulin,RXNORM,1660643,,,
1,Insulin,RXNORM,1663228,,,
1,Insulin,RXNORM,1663229,,,
1,Insulin,RXNORM,1664772,,,
1,Insulin,RXNORM,1665830,,,
1,Insulin,RXNORM,1668430,,,
1,Insulin,RXNORM,1668441,,,
1,Insulin,RXNORM,1668442,,,
1,Insulin,RXNORM,1668448,,,
1,Insulin,RXNORM,1670007,,,
1,Insulin,RXNORM,1670008,,,
1,Insulin,RXNORM,1670009,,,
1,Insulin,RXNORM,1670010,,,
1,Insulin,RXNORM,1670011,,,
1,Insulin,RXNORM,1670012,,,
1,Insulin,RXNORM,1670013,,,
1,Insulin,RXNORM,1670014,,,
1,Insulin,RXNORM,1670015,,,
1,Insulin,RXNORM,1670016,,,
1,Insulin,RXNORM,1670017,,,
1,Insulin,RXNORM,1670018,,,
1,Insulin,RXNORM,1670020,,,
1,Insulin,RXNORM,1670021,,,
1,Insulin,RXNORM,1670022,,,
1,Insulin,RXNORM,1670023,,,
1,Insulin,RXNORM,1670024,,,
1,Insulin,RXNORM,1670025,,,
1,Insulin,RXNORM,1670404,,,
1,Insulin,RXNORM,1670405,,,
1,Insulin,RXNORM,1716525,,,
1,Insulin,RXNORM,1717038,,,
1,Insulin,RXNORM,1717039,,,
1,Insulin,RXNORM,1719496,,,
1,Insulin,RXNORM,1720524,,,
1,Insulin,RXNORM,1721033,,,
1,Insulin,RXNORM,1721039,,,
1,Insulin,RXNORM,1727493,,,
1,Insulin,RXNORM,1731314,,,
1,Insulin,RXNORM,1731315,,,
1,Insulin,RXNORM,1731316,,,
1,Insulin,RXNORM,1731317,,,
1,Insulin,RXNORM,1731318,,,
1,Insulin,RXNORM,1731319,,,
1,Insulin,RXNORM,1736613,,,
1,Insulin,RXNORM,1736859,,,
1,Insulin,RXNORM,1736860,,,
1,Insulin,RXNORM,1736861,,,
1,Insulin,RXNORM,1736862,,,
1,Insulin,RXNORM,1736863,,,
1,Insulin,RXNORM,1736864,,,
1,Insulin,RXNORM,1743273,,,
1,Insulin,RXNORM,1792701,,,
1,Insulin,RXNORM,1798387,,,
1,Insulin,RXNORM,1798388,,,
1,Insulin,RXNORM,1804446,,,
1,Insulin,RXNORM,1804447,,,
1,Insulin,RXNORM,1804505,,,
1,Insulin,RXNORM,1804506,,,
1,SGLT2Inh,Names,,dapagliflozin,,
1,SGLT2Inh,Names,,"F[a,o]rxiga",,
1,SGLT2Inh,Names,,canagliflozin,,
1,SGLT2Inh,Names,,Invokana,,
1,SGLT2Inh,Names,,Invokamet,,
1,SGLT2Inh,Names,,Xigduo XR,,
1,SGLT2Inh,Names,,Sulisent,,
1,SGLT2Inh,Names,,empagliflozin,,
1,SGLT2Inh,Names,,Jardiance,,
1,SGLT2Inh,Names,,Synjardy,,
1,SGLT2Inh,Names,,Glyxambi,,"this one is combination of linagliptin-empagliflozin, see also Dipeptidyl Peptidase IV Inhibitors section"
1,SGLT2Inh,RXNORM,1373458,,,
1,SGLT2Inh,RXNORM,1373459,,,
1,SGLT2Inh,RXNORM,1373460,,,
1,SGLT2Inh,RXNORM,1373461,,,
1,SGLT2Inh,RXNORM,1373462,,,
1,SGLT2Inh,RXNORM,1373463,,,
1,SGLT2Inh,RXNORM,1373464,,,
1,SGLT2Inh,RXNORM,1373465,,,
1,SGLT2Inh,RXNORM,1373466,,,
1,SGLT2Inh,RXNORM,1373467,,,
1,SGLT2Inh,RXNORM,1373468,,,
1,SGLT2Inh,RXNORM,1373469,,,
1,SGLT2Inh,RXNORM,1373470,,,
1,SGLT2Inh,RXNORM,1373471,,,
1,SGLT2Inh,RXNORM,1373472,,,
1,SGLT2Inh,RXNORM,1373473,,,
1,SGLT2Inh,RXNORM,1422532,,,
1,SGLT2Inh,RXNORM,1486436,,,
1,SGLT2Inh,RXNORM,1486966,,,
1,SGLT2Inh,RXNORM,1486977,,,
1,SGLT2Inh,RXNORM,1486981,,,
1,SGLT2Inh,RXNORM,1488564,,,
1,SGLT2Inh,RXNORM,1488565,,,
1,SGLT2Inh,RXNORM,1488566,,,
1,SGLT2Inh,RXNORM,1488567,,,
1,SGLT2Inh,RXNORM,1488568,,,
1,SGLT2Inh,RXNORM,1488569,,,
1,SGLT2Inh,RXNORM,1488573,,,
1,SGLT2Inh,RXNORM,1488574,,,
1,SGLT2Inh,RXNORM,1493571,,,
1,SGLT2Inh,RXNORM,1493572,,,
1,SGLT2Inh,RXNORM,1534343,,,
1,SGLT2Inh,RXNORM,1534344,,,
1,SGLT2Inh,RXNORM,1534397,,,
1,SGLT2Inh,RXNORM,1540290,,,
1,SGLT2Inh,RXNORM,1540292,,,
1,SGLT2Inh,RXNORM,1545145,,,
1,SGLT2Inh,RXNORM,1545146,,,
1,SGLT2Inh,RXNORM,1545147,,,
1,SGLT2Inh,RXNORM,1545148,,,
1,SGLT2Inh,RXNORM,1545149,,,
1,SGLT2Inh,RXNORM,1545150,,,
1,SGLT2Inh,RXNORM,1545151,,,
1,SGLT2Inh,RXNORM,1545152,,,
1,SGLT2Inh,RXNORM,1545153,,,
1,SGLT2Inh,RXNORM,1545154,,,
