dm_drug,drug,by,code,pattern,but_not,note
1,SGLT2Inh,RXNORM,1545155,,,
1,SGLT2Inh,RXNORM,1545156,,,
1,SGLT2Inh,RXNORM,1545157,,,
1,SGLT2Inh,RXNORM,1545158,,,
1,SGLT2Inh,RXNORM,1545159,,,
1,SGLT2Inh,RXNORM,1545160,,,
1,SGLT2Inh,RXNORM,1545161,,,
1,SGLT2Inh,RXNORM,1545162,,,
1,SGLT2Inh,RXNORM,1545163,,,
1,SGLT2Inh,RXNORM,1545164,,,
1,SGLT2Inh,RXNORM,1545165,,,
1,SGLT2Inh,RXNORM,1545166,,,
1,SGLT2Inh,RXNORM,1545653,,,
1,SGLT2Inh,RXNORM,1545654,,,
1,SGLT2Inh,RXNORM,1545655,,,
1,SGLT2Inh,RXNORM,1545656,,,
1,SGLT2Inh,RXNORM,1545657,,,
1,SGLT2Inh,RXNORM,1545658,,,
1,SGLT2Inh,RXNORM,1545659,,,
1,SGLT2Inh,RXNORM,1545660,,,
1,SGLT2Inh,RXNORM,1545661,,,
1,SGLT2Inh,RXNORM,1545662,,,
1,SGLT2Inh,RXNORM,1545663,,,
1,SGLT2Inh,RXNORM,1545664,,,
1,SGLT2Inh,RXNORM,1545665,,,
1,SGLT2Inh,RXNORM,1545666,,,
1,SGLT2Inh,RXNORM,1545667,,,
1,SGLT2Inh,RXNORM,1545668,,,
1,SGLT2Inh,RXNORM,1546031,,,
1,SGLT2Inh,RXNORM,1592709,,,
1,SGLT2Inh,RXNORM,1592710,,,
1,SGLT2Inh,RXNORM,1592722,,,
1,SGLT2Inh,RXNORM,1593057,,,
1,SGLT2Inh,RXNORM,1593058,,,
1,SGLT2Inh,RXNORM,1593059,,,
1,SGLT2Inh,RXNORM,1593068,,,
1,SGLT2Inh,RXNORM,1593069,,,
1,SGLT2Inh,RXNORM,1593070,,,
1,SGLT2Inh,RXNORM,1593071,,,
1,SGLT2Inh,RXNORM,1593072,,,
1,SGLT2Inh,RXNORM,1593073,,,
1,SGLT2Inh,RXNORM,1593774,,,
1,SGLT2Inh,RXNORM,1593775,,,
1,SGLT2Inh,RXNORM,1593776,,,
1,SGLT2Inh,RXNORM,1593826,,,
1,SGLT2Inh,RXNORM,1593827,,,
1,SGLT2Inh,RXNORM,1593828,,,
1,SGLT2Inh,RXNORM,1593829,,,
1,SGLT2Inh,RXNORM,1593830,,,
1,SGLT2Inh,RXNORM,1593831,,,
1,SGLT2Inh,RXNORM,1593832,,,
1,SGLT2Inh,RXNORM,1593833,,,
1,SGLT2Inh,RXNORM,1593835,,,
1,SGLT2Inh,RXNORM,1598392,,,
1,SGLT2Inh,RXNORM,1598430,,,
1,SGLT2Inh,RXNORM,1602106,,,
1,SGLT2Inh,RXNORM,1602107,,,
1,SGLT2Inh,RXNORM,1602108,,,
1,SGLT2Inh,RXNORM,1602109,,,
1,SGLT2Inh,RXNORM,1602110,,,
1,SGLT2Inh,RXNORM,1602111,,,
1,SGLT2Inh,RXNORM,1602112,,,
1,SGLT2Inh,RXNORM,1602113,,,
1,SGLT2Inh,RXNORM,1602114,,,
1,SGLT2Inh,RXNORM,1602115,,,
1,SGLT2Inh,RXNORM,1602118,,,
1,SGLT2Inh,RXNORM,1602119,,,
1,SGLT2Inh,RXNORM,1602120,,,
1,SGLT2Inh,RXNORM,1655477,,,
1,SGLT2Inh,RXNORM,1664310,,,
1,SGLT2Inh,RXNORM,1664311,,,
1,SGLT2Inh,RXNORM,1664312,,,
1,SGLT2Inh,RXNORM,1664313,,,
1,SGLT2Inh,RXNORM,1664314,,,
1,SGLT2Inh,RXNORM,1664315,,,
1,SGLT2Inh,RXNORM,1664316,,,
1,SGLT2Inh,RXNORM,1664317,,,
1,SGLT2Inh,RXNORM,1664318,,,
1,SGLT2Inh,RXNORM,1664319,,,
1,SGLT2Inh,RXNORM,1664320,,,
1,SGLT2Inh,RXNORM,1664321,,,
1,SGLT2Inh,RXNORM,1664322,,,
1,SGLT2Inh,RXNORM,1664323,,,
1,SGLT2Inh,RXNORM,1664324,,,
1,SGLT2Inh,RXNORM,1664325,,,
1,SGLT2Inh,RXNORM,1664326,,,
1,SGLT2Inh,RXNORM,1664327,,,
1,SGLT2Inh,RXNORM,1664328,,,
1,SGLT2Inh,RXNORM,1665367,,,
1,SGLT2Inh,RXNORM,1665368,,,
1,SGLT2Inh,RXNORM,1665369,,,
1,SGLT2Inh,RXNORM,1683935,,,
1,SGLT2Inh,RXNORM,1727500,,,
0,Biguanide,Names,,Glucophage,,
0,Biguanide,Names,,Fortamet,,
0,Biguanide,Names,,Glumetza,,
0,Biguanide,Names,,Riomet,,
0,Biguanide,Names,,Amaryl M,,this is combination of rosiglitizone-metformin
0,Biguanide,Names,,Avandamet,,
0,Biguanide,Names,,Metformin,Kazano,
0,Biguanide,Names,,Metformin,Invokamet,
0,Biguanide,Names,,Metformin,Xigduo XR,
0,Biguanide,Names,,Metformin,Synjardy,
0,Biguanide,Names,,Metformin,Metaglip,
0,Biguanide,Names,,Metformin,Glucovance,
0,Biguanide,Names,,Metformin,Jentadueto,
0,Biguanide,Names,,Metformin,Jentadueto XR,
0,Biguanide,Names,,Metformin,Eucreas,this one is combination of metformin-vildagliptin
0,Biguanide,Names,,Actoplus,,this one is combination of metformin-pioglitazone
0,Biguanide,Names,,Actoplus Met,,
0,Biguanide,Names,,Actoplus Met XR,,
0,Biguanide,Names,,Competact,,
0,Biguanide,Names,,PrandiMet,,this one is combination of metformin-repaglinide
0,Biguanide,Names,,Kombiglyze XR,,this is combination of metformin-saxagliptin
0,Biguanide,Names,,Janumet,,this is combination of
0,Biguanide,Names,, Janumet XR,,
0,Biguanide,RXNORM,6809,,,
0,Biguanide,RXNORM,105376,,,
0,Biguanide,RXNORM,105377,,,
0,Biguanide,RXNORM,151827,,,
0,Biguanide,RXNORM,152161,,,
0,Biguanide,RXNORM,204045,,,
0,Biguanide,RXNORM,204047,,,
0,Biguanide,RXNORM,235743,,,
0,Biguanide,RXNORM,236325,,,
0,Biguanide,RXNORM,236510,,,
0,Biguanide,RXNORM,246522,,,
0,Biguanide,RXNORM,250919,,,
0,Biguanide,RXNORM,285065,,,
0,Biguanide,RXNORM,285129,,,
0,Biguanide,RXNORM,316255,,,
0,Biguanide,RXNORM,316256,,,
0,Biguanide,RXNORM,330861,,,
0,Biguanide,RXNORM,332809,,,
0,Biguanide,RXNORM,352381,,,
0,Biguanide,RXNORM,352450,,,
0,Biguanide,RXNORM,361841,,,
0,Biguanide,RXNORM,368254,,,
0,Biguanide,RXNORM,368526,,,
0,Biguanide,RXNORM,371466,,,
0,Biguanide,RXNORM,372803,,,
0,Biguanide,RXNORM,372804,,,
0,Biguanide,RXNORM,374635,,,
0,Biguanide,RXNORM,378729,,,
0,Biguanide,RXNORM,378730,,,
0,Biguanide,RXNORM,405304,,,
0,Biguanide,RXNORM,406082,,,
0,Biguanide,RXNORM,406257,,,
0,Biguanide,RXNORM,428759,,,
0,Biguanide,RXNORM,429841,,,
0,Biguanide,RXNORM,431724,,,
0,Biguanide,RXNORM,432366,,,
0,Biguanide,RXNORM,432780,,,
0,Biguanide,RXNORM,438507,,,
0,Biguanide,RXNORM,465455,,,
0,Biguanide,RXNORM,485822,,,
0,Biguanide,RXNORM,541766,,,
0,Biguanide,RXNORM,541768,,,
0,Biguanide,RXNORM,541774,,,
0,Biguanide,RXNORM,541775,,,
0,Biguanide,RXNORM,577093,,,
0,Biguanide,RXNORM,583192,,,
0,Biguanide,RXNORM,583194,,,
0,Biguanide,RXNORM,583195,,,
0,Biguanide,RXNORM,600868,,,
0,Biguanide,RXNORM,601021,,,
0,Biguanide,RXNORM,602411,,,
0,Biguanide,RXNORM,605605,,,
0,Biguanide,RXNORM,607999,,,
0,Biguanide,RXNORM,614348,,,
0,Biguanide,RXNORM,633695,,,
0,Biguanide,RXNORM,645109,,,
0,Biguanide,RXNORM,647241,,,
0,Biguanide,RXNORM,668418,,,
0,Biguanide,RXNORM,700516,,,
0,Biguanide,RXNORM,729717,,,
0,Biguanide,RXNORM,729919,,,
0,Biguanide,RXNORM,729920,,,
0,Biguanide,RXNORM,731442,,,
0,Biguanide,RXNORM,757603,,,
0,Biguanide,RXNORM,790326,,,
0,Biguanide,RXNORM,802051,,,
0,Biguanide,RXNORM,802646,,,
0,Biguanide,RXNORM,802742,,,
0,Biguanide,RXNORM,805670,,,
0,Biguanide,RXNORM,806287,,,
0,Biguanide,RXNORM,860974,,,
0,Biguanide,RXNORM,860975,,,
0,Biguanide,RXNORM,860976,,,
0,Biguanide,RXNORM,860977,,,
0,Biguanide,RXNORM,860978,,,
0,Biguanide,RXNORM,860979,,,
0,Biguanide,RXNORM,860980,,,
0,Biguanide,RXNORM,860981,,,
0,Biguanide,RXNORM,860982,,,
0,Biguanide,RXNORM,860983,,,
0,Biguanide,RXNORM,860984,,,
0,Biguanide,RXNORM,860985,,,
0,Biguanide,RXNORM,860995,,,
0,Biguanide,RXNORM,860996,,,
0,Biguanide,RXNORM,860997,,,
0,Biguanide,RXNORM,860998,,,
0,Biguanide,RXNORM,860999,,,
0,Biguanide,RXNORM,861000,,,
0,Biguanide,RXNORM,861001,,,
0,Biguanide,RXNORM,861002,,,
0,Biguanide,RXNORM,861003,,,
0,Biguanide,RXNORM,861004,,,
0,Biguanide,RXNORM,861005,,,
0,Biguanide,RXNORM,861006,,,
0,Biguanide,RXNORM,861007,,,
0,Biguanide,RXNORM,861008,,,
0,Biguanide,RXNORM,861009,,,
0,Biguanide,RXNORM,861010,,,
0,Biguanide,RXNORM,861011,,,
0,Biguanide,RXNORM,861012,,,
0,Biguanide,RXNORM,861014,,,
0,Biguanide,RXNORM,861015,,,
0,Biguanide,RXNORM,861016,,,
0,Biguanide,RXNORM,861017,,,
0,Biguanide,RXNORM,861018,,,
0,Biguanide,RXNORM,861019,,,
0,Biguanide,RXNORM,861020,,,
0,Biguanide,RXNORM,861021,,,
0,Biguanide,RXNORM,861022,,,
0,Biguanide,RXNORM,861023,,,
0,Biguanide,RXNORM,861024,,,
0,Biguanide,RXNORM,861025,,,
0,Biguanide,RXNORM,861026,,,
0,Biguanide,RXNORM,861027,,,
0,Biguanide,RXNORM,861730,,,
0,Biguanide,RXNORM,861731,,,
0,Biguanide,RXNORM,861736,,,
0,Biguanide,RXNORM,861740,,,
0,Biguanide,RXNORM,861743,,,
0,Biguanide,RXNORM,861748,,,
0,Biguanide,RXNORM,861753,,,
0,Biguanide,RXNORM,861760,,,
0,Biguanide,RXNORM,861761,,,
0,Biguanide,RXNORM,861762,,,
0,Biguanide,RXNORM,861763,,,
0,Biguanide,RXNORM,861764,,,
0,Biguanide,RXNORM,861765,,,
0,Biguanide,RXNORM,861769,,,
0,Biguanide,RXNORM,861770,,,
0,Biguanide,RXNORM,861771,,,
0,Biguanide,RXNORM,861783,,,
0,Biguanide,RXNORM,861784,,,
0,Biguanide,RXNORM,861785,,,
0,Biguanide,RXNORM,861787,,,
0,Biguanide,RXNORM,861788,,,
0,Biguanide,RXNORM,861789,,,
0,Biguanide,RXNORM,861790,,,
0,Biguanide,RXNORM,861791,,,
0,Biguanide,RXNORM,861792,,,
0,Biguanide,RXNORM,861795,,,
0,Biguanide,RXNORM,861796,,,
0,Biguanide,RXNORM,861797,,,
0,Biguanide,RXNORM,861806,,,
0,Biguanide,RXNORM,861807,,,
0,Biguanide,RXNORM,861808,,,
0,Biguanide,RXNORM,861816,,,
0,Biguanide,RXNORM,861817,,,
0,Biguanide,RXNORM,861818,,,
0,Biguanide,RXNORM,861819,,,
0,Biguanide,RXNORM,861820,,,
0,Biguanide,RXNORM,861821,,,
0,Biguanide,RXNORM,861822,,,
0,Biguanide,RXNORM,861823,,,
0,Biguanide,RXNORM,861824,,,
0,Biguanide,RXNORM,875864,,,
0,Biguanide,RXNORM,875865,,,
0,Biguanide,RXNORM,876009,,,
0,Biguanide,RXNORM,876010,,,
0,Biguanide,RXNORM,876033,,,
0,Biguanide,RXNORM,899988,,,
0,Biguanide,RXNORM,899989,,,
0,Biguanide,RXNORM,899991,,,
0,Biguanide,RXNORM,899992,,,
0,Biguanide,RXNORM,899993,,,
0,Biguanide,RXNORM,899994,,,
0,Biguanide,RXNORM,899995,,,
0,Biguanide,RXNORM,899996,,,
0,Biguanide,RXNORM,899998,,,
0,Biguanide,RXNORM,900000,,,
0,Biguanide,RXNORM,900001,,,
0,Biguanide,RXNORM,900002,,,
0,Biguanide,RXNORM,977566,,,
0,Biguanide,RXNORM,997965,,,
0,Biguanide,RXNORM,1007411,,,
0,Biguanide,RXNORM,1008476,,,
0,Biguanide,RXNORM,1043561,,,
0,Biguanide,RXNORM,1043562,,,
0,Biguanide,RXNORM,1043563,,,
0,Biguanide,RXNORM,1043565,,,
0,Biguanide,RXNORM,1043566,,,
0,Biguanide,RXNORM,1043567,,,
0,Biguanide,RXNORM,1043568,,,
0,Biguanide,RXNORM,1043569,,,
0,Biguanide,RXNORM,1043570,,,
0,Biguanide,RXNORM,1043572,,,
0,Biguanide,RXNORM,1043574,,,
0,Biguanide,RXNORM,1043575,,,
0,Biguanide,RXNORM,1043576,,,
0,Biguanide,RXNORM,1043578,,,
0,Biguanide,RXNORM,1043580,,,
0,Biguanide,RXNORM,1043582,,,
0,Biguanide,RXNORM,1043583,,,
0,Biguanide,RXNORM,1043584,,,
0,Biguanide,RXNORM,1048346,,,
0,Biguanide,RXNORM,1083665,,,
0,Biguanide,RXNORM,1128666,,,
0,Biguanide,RXNORM,1130631,,,
0,Biguanide,RXNORM,1130713,,,
0,Biguanide,RXNORM,1131491,,,
0,Biguanide,RXNORM,1132606,,,
0,Biguanide,RXNORM,1143649,,,
0,Biguanide,RXNORM,1145961,,,
0,Biguanide,RXNORM,1155467,,,
0,Biguanide,RXNORM,1155468,,,
0,Biguanide,RXNORM,1156197,,,
0,Biguanide,RXNORM,1161597,,,
0,Biguanide,RXNORM,1161598,,,
0,Biguanide,RXNORM,1161599,,,
0,Biguanide,RXNORM,1161600,,,
0,Biguanide,RXNORM,1161601,,,
0,Biguanide,RXNORM,1161602,,,
0,Biguanide,RXNORM,1161603,,,
0,Biguanide,RXNORM,1161604,,,
0,Biguanide,RXNORM,1161605,,,
0,Biguanide,RXNORM,1161606,,,
0,Biguanide,RXNORM,1161607,,,
0,Biguanide,RXNORM,1161608,,,
0,Biguanide,RXNORM,1161609,,,
0,Biguanide,RXNORM,1161610,,,
0,Biguanide,RXNORM,1161611,,,
0,Biguanide,RXNORM,1165205,,,
0,Biguanide,RXNORM,1165206,,,
0,Biguanide,RXNORM,1165845,,,
0,Biguanide,RXNORM,1167810,,,
0,Biguanide,RXNORM,1167811,,,
0,Biguanide,RXNORM,1169920,,,
0,Biguanide,RXNORM,1169923,,,
0,Biguanide,RXNORM,1171244,,,
0,Biguanide,RXNORM,1171245,,,
0,Biguanide,RXNORM,1171254,,,
0,Biguanide,RXNORM,1171255,,,
0,Biguanide,RXNORM,1172629,,,
0,Biguanide,RXNORM,1172630,,,
0,Biguanide,RXNORM,1175016,,,
0,Biguanide,RXNORM,1175021,,,
0,Biguanide,RXNORM,1182890,,,
0,Biguanide,RXNORM,1182891,,,
0,Biguanide,RXNORM,1184627,,,
0,Biguanide,RXNORM,1184628,,,
0,Biguanide,RXNORM,1185325,,,
0,Biguanide,RXNORM,1185326,,,
0,Biguanide,RXNORM,1185653,,,
0,Biguanide,RXNORM,1185654,,,
0,Biguanide,RXNORM,1243016,,,
0,Biguanide,RXNORM,1243017,,,
0,Biguanide,RXNORM,1243018,,,
0,Biguanide,RXNORM,1243019,,,
0,Biguanide,RXNORM,1243020,,,
0,Biguanide,RXNORM,1243027,,,
0,Biguanide,RXNORM,1243034,,,
0,Biguanide,RXNORM,1243826,,,
0,Biguanide,RXNORM,1243827,,,
0,Biguanide,RXNORM,1243829,,,
0,Biguanide,RXNORM,1243833,,,
0,Biguanide,RXNORM,1243834,,,
0,Biguanide,RXNORM,1243835,,,
0,Biguanide,RXNORM,1243839,,,
0,Biguanide,RXNORM,1243842,,,
0,Biguanide,RXNORM,1243843,,,
0,Biguanide,RXNORM,1243844,,,
0,Biguanide,RXNORM,1243845,,,
0,Biguanide,RXNORM,1243846,,,
0,Biguanide,RXNORM,1243848,,,
0,Biguanide,RXNORM,1243849,,,
0,Biguanide,RXNORM,1243850,,,
0,Biguanide,RXNORM,1305366,,,
0,Biguanide,RXNORM,1308857,,,
0,Biguanide,RXNORM,1313354,,,
0,Biguanide,RXNORM,1365405,,,
0,Biguanide,RXNORM,1365406,,,
0,Biguanide,RXNORM,1365802,,,
0,Biguanide,RXNORM,1368381,,,
0,Biguanide,RXNORM,1368382,,,
0,Biguanide,RXNORM,1368383,,,
0,Biguanide,RXNORM,1368384,,,
0,Biguanide,RXNORM,1368385,,,
0,Biguanide,RXNORM,1368392,,,
0,Biguanide,RXNORM,1372716,,,
0,Biguanide,RXNORM,1372738,,,
0,Biguanide,RXNORM,1431024,,,
0,Biguanide,RXNORM,1431025,,,
0,Biguanide,RXNORM,1486436,,,
0,Biguanide,RXNORM,1493571,,,
0,Biguanide,RXNORM,1493572,,,
0,Biguanide,RXNORM,1540290,,,
0,Biguanide,RXNORM,1540292,,,
0,Biguanide,RXNORM,1545146,,,
0,Biguanide,RXNORM,1545147,,,
0,Biguanide,RXNORM,1545148,,,
0,Biguanide,RXNORM,1545149,,,
0,Biguanide,RXNORM,1545150,,,
0,Biguanide,RXNORM,1545157,,,
0,Biguanide,RXNORM,1545161,,,
0,Biguanide,RXNORM,1545164,,,
0,Biguanide,RXNORM,1548426,,,
0,Biguanide,RXNORM,1549776,,,
0,Biguanide,RXNORM,1592709,,,
0,Biguanide,RXNORM,1592710,,,
0,Biguanide,RXNORM,1592722,,,
0,Biguanide,RXNORM,1593057,,,
0,Biguanide,RXNORM,1593058,,,
0,Biguanide,RXNORM,1593059,,,
0,Biguanide,RXNORM,1593068,,,
0,Biguanide,RXNORM,1593069,,,
0,Biguanide,RXNORM,1593070,,,
0,Biguanide,RXNORM,1593071,,,
0,Biguanide,RXNORM,1593072,,,
0,Biguanide,RXNORM,1593073,,,
0,Biguanide,RXNORM,1593774,,,
0,Biguanide,RXNORM,1593775,,,
0,Biguanide,RXNORM,1593776,,,
0,Biguanide,RXNORM,1593826,,,
0,Biguanide,RXNORM,1593827,,,
0,Biguanide,RXNORM,1593828,,,
0,Biguanide,RXNORM,1593829,,,
0,Biguanide,RXNORM,1593830,,,
0,Biguanide,RXNORM,1593831,,,
0,Biguanide,RXNORM,1593832,,,
0,Biguanide,RXNORM,1593833,,,
0,Biguanide,RXNORM,1593835,,,
0,Biguanide,RXNORM,1598393,,,
0,Biguanide,RXNORM,1598394,,,
0,Biguanide,RXNORM,1655477,,,
0,Biguanide,RXNORM,1664311,,,
0,Biguanide,RXNORM,1664312,,,
0,Biguanide,RXNORM,1664313,,,
0,Biguanide,RXNORM,1664314,,,
0,Biguanide,RXNORM,1664315,,,
0,Biguanide,RXNORM,1664323,,,
0,Biguanide,RXNORM,1664326,,,
0,Biguanide,RXNORM,1665367,,,
0,Biguanide,RXNORM,1692194,,,
0,Biguanide,RXNORM,1741248,,,
0,Biguanide,RXNORM,1741249,,,
0,Biguanide,RXNORM,1791055,,,
0,Biguanide,RXNORM,1796088,,,
0,Biguanide,RXNORM,1796089,,,
0,Biguanide,RXNORM,1796092,,,
0,Biguanide,RXNORM,1796094,,,
0,Biguanide,RXNORM,1796097,,,
0,Thiazol,Names,,Avandia,,
0,Thiazol,Names,,Actos,,
0,Thiazol,Names,,rosiglitazone,Avandamet,this ione is combination of metformin-rosiglitazone
0,Thiazol,Names,,rosiglitazone,Amaryl M,this is combination of rosiglitizone-metformin
0,Thiazol,Names,,rosiglitazone,Avandaryl,this is combination of glimeperide-rosiglitazone
0,Thiazol,Names,,pioglitazone,Actoplus,this ione is combination of metformin-pioglitazone
0,Thiazol,Names,,pioglitazone,Actoplus Met,
0,Thiazol,Names,,pioglitazone,Actoplus Met XR,
0,Thiazol,Names,,pioglitazone,Competact,
0,Thiazol,Names,,pioglitazone,Duetact,this is combination of glimepiride-pioglitazone
0,Thiazol,Names,,pioglitazone,Oseni,this is combination of alogliptin-pioglitazone
0,Thiazol,Names,,Troglitazone,,
0,Thiazol,Names,,Noscal,,
0,Thiazol,Names,,Re[z|s]ulin,,
0,Thiazol,Names,,Romozin,,
0,Thiazol,RXNORM,202,,,
0,Thiazol,RXNORM,572,,,
0,Thiazol,RXNORM,1480,,,
0,Thiazol,RXNORM,2242,,,
0,Thiazol,RXNORM,2465,,,
0,Thiazol,RXNORM,4583,,,
0,Thiazol,RXNORM,4586,,,
0,Thiazol,RXNORM,4615,,,
0,Thiazol,RXNORM,4622,,,
0,Thiazol,RXNORM,4623,,,
0,Thiazol,RXNORM,4624,,,
0,Thiazol,RXNORM,4625,,,
0,Thiazol,RXNORM,4626,,,
0,Thiazol,RXNORM,4627,,,
0,Thiazol,RXNORM,4628,,,
0,Thiazol,RXNORM,4630,,,
0,Thiazol,RXNORM,4631,,,
0,Thiazol,RXNORM,4632,,,
0,Thiazol,RXNORM,4633,,,
0,Thiazol,RXNORM,4634,,,
0,Thiazol,RXNORM,4635,,,
0,Thiazol,RXNORM,4636,,,
0,Thiazol,RXNORM,4951,,,
0,Thiazol,RXNORM,5316,,,
0,Thiazol,RXNORM,6053,,,
0,Thiazol,RXNORM,6211,,,
0,Thiazol,RXNORM,6214,,,
0,Thiazol,RXNORM,6216,,,
0,Thiazol,RXNORM,6885,,,
0,Thiazol,RXNORM,7208,,,
0,Thiazol,RXNORM,7475,,,
0,Thiazol,RXNORM,8925,,,
0,Thiazol,RXNORM,10481,,,
0,Thiazol,RXNORM,11019,,,
0,Thiazol,RXNORM,11022,,,
0,Thiazol,RXNORM,11024,,,
0,Thiazol,RXNORM,17547,,,
0,Thiazol,RXNORM,19217,,,
0,Thiazol,RXNORM,20185,,,
0,Thiazol,RXNORM,21336,,,
0,Thiazol,RXNORM,25511,,,
0,Thiazol,RXNORM,25512,,,
0,Thiazol,RXNORM,25515,,,
